Record_ID,Name,Name_Variant,Company_Name,Company_Name_Variant,Match_Label,full_ratio,partial_ratio,token_sort_ratio,token_set_ratio,trigram
5015,Patricia Luna,Philip Fernandez,Hall Group,Taylor PLC,Completely Different,28,31,41,41,0.033
5016,Jesus Harris,Alex Patterson MD,Zimmerman-Horne,"Young, Houston and Moore",Completely Different,21,30,21,21,0.0
5017,Casey Ellis,Robert Johnson,Mathews LLC,Williams PLC,Completely Different,8,12,16,16,0.0
5018,Matthew Patel,Cory Gonzalez,Porter-Wilson,Gomez PLC,Completely Different,15,22,15,15,0.0
5019,Kimberly Stevenson,Joseph Gray,"Edwards, Anderson and Savage",Collins LLC,Completely Different,21,14,34,34,0.0
5020,Jeffrey Smith,Debra Cook,"Perez, Mercer and George","Summers, Underwood and Greer",Completely Different,26,30,17,17,0.0
5021,Stacey Moreno,Brandy Jarvis,"Sanford, Hernandez and Burton",Simon PLC,Completely Different,31,31,31,31,0.0
5022,Anna Garcia,Tamara Pugh DVM,Farmer-Wolf,"Shaw, Miller and Bean",Completely Different,15,18,31,31,0.0
5023,Matthew Harper,Douglas Rhodes,"Gray, Walsh and Johnson","Powell, White and Johnson",Completely Different,21,26,14,14,0.0
5024,Gavin Castaneda,David Mason,Buck-Gordon,"Hays, Foster and Phillips",Completely Different,54,64,38,38,0.037
5025,Carol Kidd,Miranda Ferrell,"Allen, Weber and Foster",Owens Group,Completely Different,24,30,40,40,0.0
5026,Claire Harris,Amy Shepherd,"Myers, Moore and Meyer",Rosario Group,Completely Different,8,18,16,16,0.0
5027,Martha Kim,Isaiah Neal,Long and Sons,"Rhodes, Knight and Clark",Completely Different,29,35,29,29,0.0
5028,Randy Bailey,Karina Clark,Carpenter Group,Jones-Robinson,Completely Different,33,35,25,25,0.0
5029,Craig Logan,David Smith,"Faulkner, Shields and Massey",Larson Group,Completely Different,27,27,27,27,0.0
5030,Robert Wilcox,Pam Taylor,Reyes-Anderson,"Waters, Thornton and Johnson",Completely Different,17,30,9,9,0.0
5031,Michael Leon,Jose Lopez,Cohen LLC,Pace and Sons,Completely Different,36,44,18,18,0.043
5032,Joshua Richards,Manuel Miller,Lowe-Gilbert,Parker-Rodriguez,Completely Different,29,33,21,21,0.0
5033,Elizabeth Reid,Randy Rodriguez,"Davis, Jennings and Dickson",Lara and Sons,Completely Different,28,29,28,28,0.034
5034,Jeremy Webb,Johnny Mclaughlin,"Davis, Martinez and Tucker",Olson-Wright,Completely Different,21,27,21,21,0.034
5035,Rebecca Wade,April Smith,"Anderson, Matthews and Jenkins",Williams Inc,Completely Different,9,10,17,17,0.0
5036,Omar Gibson,Karen Neal,Brown Group,"Williams, Holmes and Fleming",Completely Different,29,30,29,29,0.0
5037,Madison Baker,Rebecca Castillo,Hill LLC,"Walker, Willis and Flores",Completely Different,21,30,14,14,0.0
5038,Holly Hernandez,Michael Barrera,Turner and Sons,"Nelson, Johnson and Christian",Completely Different,33,40,33,33,0.0
5039,Carly Aguilar,David Harris,Pearson-Martin,"Combs, Vega and Williams",Completely Different,24,27,40,40,0.0
5040,Nicholas Macias,Tracy Hill,Brown Group,Parsons LLC,Completely Different,24,35,16,16,0.0
5041,Olivia Davidson,Robert Thompson,Aguirre-Daniels,Diaz-Swanson,Completely Different,27,27,20,20,0.067
5042,Kimberly Jones,Heather Williams,Silva Ltd,Wiley Group,Completely Different,27,31,27,27,0.0
5043,Kathy Romero,Tanya Wagner,Bautista LLC,"Morgan, Alvarado and Martinez",Completely Different,42,43,42,42,0.0
5044,John Roberts,Kevin Perez,Carter Inc,Miller Group,Completely Different,35,36,35,35,0.0
5045,Samantha Henderson,Holly Williams,Russell-Ramirez,Christensen Ltd,Completely Different,19,14,31,31,0.03
5046,James Buck,Christine Donaldson,Woods-Stewart,Moody-Martinez,Completely Different,14,24,28,28,0.0
5047,Laura Murillo,Abigail Reed,Jackson-Miller,Ortiz-Jackson,Completely Different,24,29,32,32,0.0
5048,Charles Owens,Kathleen Anderson,Williams LLC,"Allen, Mooney and Snyder",Completely Different,40,46,33,33,0.0
5049,Michael Love,Jamie Daniel,"Krause, Robinson and Wells","Gill, Ramirez and Melendez",Completely Different,33,38,42,42,0.04
5050,Nancy Brock,Justin Carter,Trevino-Jensen,Wilson-Williams,Completely Different,17,24,25,25,0.0
5051,Renee Maynard,Tonya Russell,"Robertson, Green and Gutierrez",Bridges Ltd,Completely Different,15,20,8,8,0.037
5052,Dustin Sanford,Laurie Baker,Powell-Green,Davis Ltd,Completely Different,38,21,15,15,0.0
5053,Anne Simon,Albert Pineda,"Vance, Hurst and Ware",Henry PLC,Completely Different,26,25,26,26,0.042
5054,Donald Choi,April Caldwell,Knight and Sons,"Morgan, Maddox and Bowman",Completely Different,24,29,32,32,0.08
5055,Mike Phelps,Gabrielle Shaffer,Bradley-Wagner,"Clark, Grant and Crosby",Completely Different,36,40,36,36,0.0
5056,Daniel Cook,Melanie Jordan,Moore-Wolfe,Thomas Group,Completely Different,48,55,48,48,0.125
5057,Cheryl Phillips,Melissa Young,Greene Inc,Johns-Mercado,Completely Different,29,33,29,29,0.0
5058,Edward Walker,Rebecca Ramirez,Roberson Ltd,Roth-Ellis,Completely Different,21,30,14,14,0.0
5059,Jason Wilson,Peter Ortiz,Cooper and Sons,Austin-Harrington,Completely Different,17,18,17,17,0.0
5060,David Johnson,Martha Simmons,Morgan PLC,Graham-Jenkins,Completely Different,37,45,37,37,0.0
5061,Jessica Mitchell,Darius Whitehead,"Monroe, Mccann and Berger",Howard Inc,Completely Different,38,41,38,38,0.0
5062,Christopher Guerrero,Tiffany Hull,Smith Group,"Miller, Hernandez and Hernandez",Completely Different,19,25,12,12,0.0
5063,Julian Mayo,Dale Rodriguez,Washington-Flores,Smith-Rodriguez,Completely Different,8,13,8,8,0.0
5064,Charles Trevino,Dawn Peterson,"Dunn, Wood and Gray",Rodriguez-Watson,Completely Different,29,23,29,29,0.0
5065,Shelly Hamilton,Joshua Smith,Meyers LLC,Love Group,Completely Different,30,42,44,44,0.036
5066,Tara Williams,Christina Ramirez,"Schaefer, Lewis and Foster","Casey, Snyder and Price",Completely Different,33,38,33,33,0.0
5067,Christopher Welch,Rebekah Mckenzie,"Murray, Contreras and Clarke","Beard, Mayer and Adams",Completely Different,18,24,12,12,0.0
5068,Amy Roberts,Jason Meyer,"Newman, Morgan and Wagner",Hoffman Group,Completely Different,27,38,45,45,0.0
5069,Christine Perkins,Michael Kim,"Wilson, Hayes and Hernandez","Powell, Johnson and Pittman",Completely Different,14,36,21,21,0.0
5070,Nancy Lyons,Benjamin Davidson,Wright and Sons,Stewart LLC,Completely Different,36,29,14,14,0.0
5071,Tyler Walker,Brett Duran,"Gill, Lawrence and Walker","Sellers, Roberts and Gross",Completely Different,26,30,26,26,0.0
5072,Jill Clark,Jacob Benjamin,"Pham, Sanchez and Page",Nicholson LLC,Completely Different,17,20,25,25,0.04
5073,Richard Wright,Katherine Hernandez,Salazar-Green,Owens-Joseph,Completely Different,18,21,12,12,0.0
5074,Christina Robinson,Christina Weiss,Chapman Group,"Johnson, Cantrell and Holt",Completely Different,73,73,73,75,0.4
5075,Barbara Berg,Christopher Landry,"Robinson, Meyer and Frazier",Berger-Allen,Completely Different,20,25,20,20,0.0
5076,Christian Fox,Omar Evans,Foster Inc,"Neal, Golden and Carey",Completely Different,26,30,35,35,0.0
5077,Zachary Ortiz,Nicole Holmes,Lopez-Johnson,Webb-Chavez,Completely Different,15,15,23,23,0.0
5078,Phillip Moody,Christian Brown,"Andrews, Johnson and Moss","Garza, Williams and Pena",Completely Different,36,38,36,36,0.0
5079,Gregory Williams,Vanessa Price,Figueroa-Ruiz,"Lewis, Bishop and Little",Completely Different,14,24,34,34,0.0
5080,Jessica Porter,Michael Richardson,"Powell, Hall and Barnett",Hester-Rivera,Completely Different,31,36,31,31,0.0
5081,Tonya Simpson,Stephanie Gallegos,Hill Ltd,"White, Parsons and Martinez",Completely Different,13,25,13,13,0.031
5082,Rachel Bradley,Patricia Glenn,Russell-Olsen,Miller PLC,Completely Different,36,36,36,36,0.0
5083,Keith Tate,Crystal Ward,Ball-Dyer,Ray Group,Completely Different,27,30,18,18,0.0
5084,Jennifer Roth,Alan Diaz,Harper-Gonzalez,"Gutierrez, Bell and Oliver",Completely Different,18,22,18,18,0.0
5085,Andrew Fuller,Theresa Petersen,Jones Inc,"Wood, James and Jackson",Completely Different,34,38,21,21,0.0
5086,Seth Clark,Denise Powers,Nelson Ltd,Casey-Rodriguez,Completely Different,26,30,17,17,0.0
5087,Kelly Houston,Christopher Hill MD,Wilson and Sons,Steele-Palmer,Completely Different,19,31,44,44,0.062
5088,Jeffrey Bennett,Phillip Jenkins,Bennett-Cannon,Allen Ltd,Completely Different,27,36,27,27,0.067
5089,Amy Garcia,Bryan Hartman,Williams and Sons,Tucker-Merritt,Completely Different,43,50,43,43,0.0
5090,Timothy Lowe,Emma Howell,Floyd Ltd,"Thomas, Shaw and Ross",Completely Different,43,45,26,26,0.042
5091,Andrew Murphy,Stephanie Klein,"Hayes, Lee and Watts","Richardson, Oconnor and West",Completely Different,21,23,21,21,0.0
5092,Monica Gonzalez,Mark Wallace,Pearson Inc,Walker-Jones,Completely Different,44,45,22,22,0.036
5093,Jenna Sherman,Connie Nicholson,Wiggins Inc,Davis-Kirby,Completely Different,34,31,34,34,0.0
5094,Travis Shelton,Justin Richmond,"Weber, Hernandez and Mata","Daniel, Swanson and Burgess",Completely Different,34,37,28,28,0.0
5095,Christina Medina,Jaime Phillips,Jones and Sons,Jones-Young,Completely Different,20,17,27,27,0.0
5096,Ashley Hunter,Kevin Johnson,Cortez Group,Owens-Garcia,Completely Different,15,24,23,23,0.0
5097,Rebecca Kim,Laurie Barnes,Lopez-Bowers,Harrison and Sons,Completely Different,17,20,17,17,0.0
5098,Michael Gutierrez,Billy Owens,Estrada Ltd,Ross-Eaton,Completely Different,14,27,14,14,0.0
5099,Kristin Jackson,Tiffany Perez,Wood LLC,Jones and Sons,Completely Different,7,26,29,29,0.0
5100,Danielle Stone,Sean Harper,Wood-Wright,Knight Inc,Completely Different,24,27,16,16,0.038
5101,Tyler Solis,Joshua Moore,Baker and Sons,"Bender, Glass and Haney",Completely Different,9,13,26,26,0.0
5102,Dawn Miller,Joseph Rice,Howard and Sons,"Lewis, Collins and Carr",Completely Different,27,30,27,27,0.0
5103,Taylor Gray,Matthew Acosta,White-Pena,"Mcdonald, Carlson and Garcia",Completely Different,24,18,24,24,0.0
5104,Melissa Herrera,Eric Garcia,Bell-Jenkins,"Brown, Wheeler and Hernandez",Completely Different,31,24,31,31,0.0
5105,David Wolf,Brandi Allen,"Davis, Elliott and Romero",Jones Inc,Completely Different,36,40,18,18,0.0
5106,Joseph Curtis,Mary Allen,"Lucero, Pittman and Johnson","White, Estrada and Reynolds",Completely Different,9,12,9,9,0.0
5107,Edward Mcdonald,Melanie Miller,Holmes-Greene,Jackson-Beard,Completely Different,28,31,34,34,0.034
5108,Stephanie Proctor,Michael Huff,"Gibbs, Thompson and Hudson",Johnson-York,Completely Different,28,33,28,28,0.0
5109,Susan Larson,David Walker,"Johnson, Patton and Johnson",Long-Parker,Completely Different,33,33,17,17,0.0
5110,Roy Brewer,Jennifer Martinez,"Knight, Watson and Duncan","Wilkinson, Sanchez and Nguyen",Completely Different,22,30,37,37,0.036
5111,Stephen Huber,Troy David,Todd Group,Parker PLC,Completely Different,9,17,9,9,0.0
5112,Dennis Flores,Christina Reyes,"Pearson, Dixon and Newman","Adams, Fischer and Bailey",Completely Different,36,40,43,43,0.034
5113,Steven Long,Kaitlin Houston DVM,Morgan and Sons,Jones Ltd,Completely Different,33,36,33,33,0.0
5114,Zachary Mcdaniel,Randy Edwards,Torres Ltd,Thornton-Rogers,Completely Different,28,21,28,28,0.0
5115,Christopher Gibson,Katherine Cabrera,Hughes-Gomez,"Powers, Villa and Crawford",Completely Different,34,40,46,46,0.057
5116,Deborah Johnson,Derek Frank,Morrison-Brown,Ray and Sons,Completely Different,38,36,38,38,0.077
5117,Joe Dawson,Laurie Benson,Thompson Group,Smith-Carroll,Completely Different,43,50,43,43,0.087
5118,Jessica Fletcher,Jesse Chung,Berry-Lawrence,Allen and Sons,Completely Different,44,45,52,52,0.16
5119,Kristen Hawkins,Kristin Lara,Gonzalez LLC,"Martinez, Evans and Salas",Completely Different,59,67,44,44,0.208
5120,Juan Brown,Courtney Nguyen,"Brown, Day and Dean",Williamson-Martinez,Completely Different,32,30,40,40,0.0
5121,Amanda Lopez,Brandy Smith,Smith-Carlson,Pena-Salazar,Completely Different,33,33,33,33,0.04
5122,David Reed,Kyle Simmons,Shelton-Rodriguez,Jones-Robles,Completely Different,9,11,9,9,0.0
5123,Rhonda Faulkner,Jennifer Marks,Obrien and Sons,"Thompson, Cook and Allen",Completely Different,28,30,34,34,0.033
5124,Vanessa Marks,Richard Hebert,Alvarez PLC,Jones-Hebert,Completely Different,15,15,15,15,0.0
5125,Courtney Wilson,Amy Camacho,Hernandez-Davis,Brown PLC,Completely Different,23,29,23,23,0.037
5126,Karen White,Kelly Cruz,Kennedy-Silva,Williams-Houston,Completely Different,19,30,19,19,0.045
5127,Mary Crawford,Julie Wheeler,Wood PLC,"Simpson, Murphy and Barnes",Completely Different,8,12,8,8,0.0
5128,Jermaine Mays,Jennifer Huang,Thompson Group,Robinson-Stewart,Completely Different,37,38,22,22,0.074
5129,Ryan Richardson,Brandy Lopez MD,Moreno-Love,Collins Group,Completely Different,27,29,20,20,0.0
5130,Charles Carter,Megan Lang,Kemp Group,Anderson Ltd,Completely Different,25,20,25,25,0.0
5131,Rebecca Hodge,Rebecca Keller,Fleming-Hicks,Collins-Johnson,Completely Different,67,69,67,70,0.381
5132,Brittany Schmidt,Steven Meyer,Thompson Group,Turner Ltd,Completely Different,7,21,29,29,0.034
5133,William Jones,Jordan Dominguez,Maldonado LLC,Williams-Larson,Completely Different,28,23,21,21,0.069
5134,Melody Hobbs,John Williams,"Stewart, Gentry and Garza",Romero Inc,Completely Different,16,20,16,16,0.0
5135,Brian Torres,Andrea Clark DVM,"Hicks, Farley and Hernandez",Espinoza Inc,Completely Different,21,25,29,29,0.0
5136,Nathan Walker,Michael Good,Vargas-Mcdonald,"Hanson, Alvarez and Cortez",Completely Different,24,25,24,24,0.0
5137,Jessica Young,Adrian Collins,George-Robertson,"Dunn, Preston and Davies",Completely Different,7,12,7,7,0.0
5138,Miranda Rivera,Steven Waters,Wise-Walker,"Schmidt, Jordan and Williams",Completely Different,22,30,22,22,0.0
5139,Kelly Henry,Tonya Spears,Sanders and Sons,Bush-Meyers,Completely Different,17,25,26,26,0.0
5140,Billy Medina,Deborah Duran,Powell Inc,"Jones, Hunt and Alvarado",Completely Different,16,17,32,32,0.0
5141,Caleb Brewer,Joseph Swanson,"Phillips, Randolph and Johnson",Henry-Wheeler,Completely Different,8,11,23,23,0.0
5142,Robin Sanders,Jason Cantu,Oneal-Holland,Rodgers Ltd,Completely Different,42,45,25,25,0.0
5143,Karen Taylor,Paige Allison,"Guzman, Berg and Young",Harmon-Perez,Completely Different,24,42,32,32,0.0
5144,Thomas Cochran,Tony Tate,"Ortiz, Wright and Bruce",Flores-Aguilar,Completely Different,26,33,35,35,0.043
5145,Henry Russell,Jessica White,White PLC,"Mullen, Webb and Smith",Completely Different,31,31,31,31,0.0
5146,Cynthia Lewis,Kirsten Lopez,"Lamb, Moore and Walker",Navarro-Stewart,Completely Different,31,36,31,31,0.037
5147,Todd Johnson,Kaitlyn Jensen,"Mathis, Dunn and Brown",Williams-Vang,Completely Different,38,43,46,46,0.037
5148,George Mcbride,Ryan Patrick,"Smith, White and Walsh",Perez LLC,Completely Different,23,25,15,15,0.0
5149,Lisa Hill,William Watson,"Aguilar, Jordan and Johnson","Kelly, Johnson and Galloway",Completely Different,26,33,43,43,0.043
5150,Robert Watson,Vanessa Melton,Yoder-Brown,King Inc,Completely Different,30,38,30,30,0.036
5151,Richard Blackburn,Terry Jones,Brown-Wilcox,Watson-Johnson,Completely Different,21,25,14,14,0.0
5152,Harry Tucker,Anthony Smith,Vasquez-Leonard,Martin and Sons,Completely Different,16,17,32,32,0.0
5153,Brian Mueller,Jay Mclaughlin,"Jones, Harris and Mckenzie",Frey-Miller,Completely Different,37,38,37,37,0.036
5154,Kaitlyn Alvarez,Richard Stanley,Mason Ltd,Benson-Harmon,Completely Different,27,27,27,27,0.0
5155,Kyle Shaw,Dawn Nguyen,Massey-Johnson,Barnett LLC,Completely Different,20,22,20,20,0.0
5156,Wayne Allen,Dustin Rodriguez,Flores-Peterson,Bean-Carter,Completely Different,15,18,22,22,0.0
5157,Michael Patel,Christopher Fitzgerald,Douglas-Serrano,"Gill, Clark and Le",Completely Different,23,38,23,23,0.0
5158,Alyssa Thompson,Jonathan Marsh,"Rich, Young and Maynard","Velazquez, Turner and Hall",Completely Different,14,24,34,34,0.0
5159,Alexis Griffin,Stephanie Johnson,Ellis-Cook,Jones-Martin,Completely Different,26,29,13,13,0.0
5160,Derek Ramsey,Jo Hughes,Adams LLC,Townsend Ltd,Completely Different,19,22,19,19,0.0
5161,Anne Lopez,Stacy Kerr,White and Sons,Reed-Johnson,Completely Different,10,12,10,10,0.0
5162,Melinda Leon,Heather Williamson,Higgins and Sons,Bowman LLC,Completely Different,40,48,20,20,0.032
5163,Andrew Hall,Curtis Conner,Collier-Mcpherson,Price Group,Completely Different,17,27,25,25,0.0
5164,Meghan Thomas,Brian Mcclain,"Fisher, Bennett and Wilson",Thompson Inc,Completely Different,31,31,38,38,0.077
5165,Joshua Pacheco,Brian Kelly,Peterson and Sons,"Rios, Barnes and Lang",Completely Different,24,29,24,24,0.0
5166,Donald Petersen,Mark Hoffman,"Keller, Simpson and White",Montgomery Ltd,Completely Different,15,25,30,30,0.0
5167,Nancy Jordan,Jeremiah Baker,"Galloway, Aguilar and Evans",Kelley-Knight,Completely Different,23,29,23,23,0.037
5168,Chad Miller,Kathryn Mason,"Griffin, Jones and Turner",Huerta Group,Completely Different,25,29,25,25,0.04
5169,Michael Foster,Cassandra Randall,"Collier, Willis and Taylor",Love-Jenkins,Completely Different,13,18,32,32,0.0
5170,Billy Vaughn,Mr. Brian Jordan,"Gomez, Farley and Stevens",Fisher Group,Completely Different,36,42,37,37,0.037
5171,Travis Gross,Michael Buck,Torres LLC,Allison Ltd,Completely Different,17,18,17,17,0.0
5172,Deborah Peterson,Scott Hernandez,Benitez Ltd,Harris Ltd,Completely Different,32,33,26,26,0.0
5173,Jennifer Martinez,Brittany Lynch,Cain-Walker,Potter Ltd,Completely Different,13,30,13,13,0.0
5174,Ann Moore,Jacob Alvarez,Bell-Fitzgerald,Hunter Group,Completely Different,27,38,27,27,0.043
5175,Robert Medina,Sharon Alvarado,"Ellis, Curry and Davis",Smith-Choi,Completely Different,21,25,29,29,0.0
5176,Derek Santana,Cynthia Turner,Scott PLC,"Luna, Edwards and Guzman",Completely Different,15,25,15,15,0.0
5177,Alexander Gibson,James Dickson,Foster LLC,Allen PLC,Completely Different,41,56,34,34,0.069
5178,Charles Wilson,Dana Larson,Gilbert Group,West-Price,Completely Different,40,36,40,40,0.08
5179,Alicia Lowe,Alan Jordan,Salazar PLC,"Berry, Thompson and Ballard",Completely Different,45,45,45,45,0.095
5180,Angela Allen,Samuel Lambert,Mitchell-Kim,Quinn and Sons,Completely Different,31,35,46,46,0.0
5181,Jamie Young,Kristen Moore,Roberts-Jennings,"Roberts, Wilson and Day",Completely Different,33,36,17,17,0.0
5182,Kristin Ferguson,Bridget Ramirez,"Patton, Cox and Martinez",Acosta-Rush,Completely Different,32,20,26,26,0.0
5183,Peter Austin,Rebecca Williams,George Inc,Thompson Group,Completely Different,29,33,14,14,0.0
5184,Erika Carr,Kathryn Mejia,"Craig, Herrera and Johnson",Hart-Diaz,Completely Different,26,30,17,17,0.0
5185,Alexis Smith,Robert Blair,Ross Ltd,Camacho PLC,Completely Different,17,24,25,25,0.0
5186,Jeffrey Woodard,Jason Mcguire,"Ramirez, Arnold and Smith","Berry, Meyer and Dalton",Completely Different,21,23,21,21,0.034
5187,Christopher Watts,Adam Robinson,"Peterson, Johnson and Duran",Ferguson Group,Completely Different,20,21,27,27,0.0
5188,Jessica Parrish,Gabrielle Holland,Miller PLC,"Blackburn, Cook and Richardson",Completely Different,19,20,25,25,0.0
5189,Michael Jenkins,Travis Hernandez,Jackson Group,Myers PLC,Completely Different,19,21,26,26,0.0
5190,Patricia Riley,Jennifer Pennington,Rodriguez-Garcia,"Andersen, Webster and Clark",Completely Different,12,17,12,12,0.031
5191,Adam Howell,Kurt Reese,Foster and Sons,Miranda Inc,Completely Different,19,21,19,19,0.0
5192,Kenneth Cummings,Erika Baird,Vasquez-Howell,Sanchez-Strong,Completely Different,15,12,22,22,0.0
5193,Dale Knight,Steven Arnold,"Taylor, Lee and Carroll","Miller, Stone and Holland",Completely Different,8,13,25,25,0.0
5194,Jasmine Fuller,Bryan Rodriguez,Jones-Bennett,Cuevas Inc,Completely Different,21,22,14,14,0.0
5195,Melissa Rodriguez,Michelle Schwartz,Scott Inc,Rose Ltd,Completely Different,35,35,41,41,0.029
5196,Jacob Allen,Stephanie Martinez MD,Hernandez Group,Hoffman Ltd,Completely Different,19,18,19,19,0.0
5197,Joseph Myers,Christopher Strickland,Beltran PLC,Lawson and Sons,Completely Different,29,42,35,35,0.0
5198,Christopher Howard,Catherine Cantu,Chen LLC,Ross LLC,Completely Different,42,43,30,30,0.065
5199,Jerry Owens,Amanda Johnson,"Wood, Young and Russell",Smith Ltd,Completely Different,24,33,32,32,0.038
5200,Janet Blair,Harold Dixon,"Wright, Rodriguez and Foster","Hill, Knapp and Smith",Completely Different,17,27,9,9,0.0
5201,Tyler Ingram,Diana Murray,Hernandez-Williamson,"Whitaker, Abbott and English",Completely Different,25,30,42,42,0.0
5202,Leah Wong,Amanda Keller,"Pennington, Wiggins and Williams",Cruz PLC,Completely Different,9,13,18,18,0.0
5203,Richard Cantrell,Cameron Reynolds,Griffin-Murphy,Best PLC,Completely Different,31,31,44,44,0.097
5204,Stacie Graves,Anthony Harmon,Norris Group,Clark PLC,Completely Different,22,24,7,7,0.0
5205,James Jones,Claire Kelley,Stephens-Brandt,Johnson and Sons,Completely Different,33,36,33,33,0.0
5206,Kelly Coleman,Juan Williamson,Reyes-Sutton,Peters and Sons,Completely Different,29,36,36,36,0.034
5207,Micheal Jensen,Ashley Gomez,Grimes-Ball,Snyder LLC,Completely Different,31,25,15,15,0.0
5208,Ashley Rangel,Kevin Matthews,Smith-Aguilar,Guzman Inc,Completely Different,7,13,15,15,0.0
5209,Phyllis Taylor,Christine Rivera,"Wood, King and Durham",Hurst and Sons,Completely Different,33,29,33,33,0.0
5210,Jessica Taylor,David Chavez,"Walker, Thomas and Jackson",Day Inc,Completely Different,8,29,15,15,0.0
5211,Bradley Nelson,Stephanie Munoz,Franklin PLC,Jackson-Bender,Completely Different,28,31,14,14,0.0
5212,Lisa Proctor,Kyle Mcdonald,"Hamilton, Morales and Garza",Clark-Ayers,Completely Different,8,11,16,16,0.0
5213,Steven Baldwin,Amanda Roy,"Gross, Medina and Johnson",Thomas-Meza,Completely Different,17,22,25,25,0.0
5214,Kimberly Howard,Dr. Michelle Williams,"Frederick, Fields and Campbell","Freeman, Frank and Cox",Completely Different,11,33,23,23,0.0
5215,Timothy Russell,Christina Morgan,Mcintosh Group,Ayers-Mitchell,Completely Different,13,14,39,39,0.0
5216,Natalie Mcintosh,Rodney Quinn,Miller and Sons,Mason LLC,Completely Different,29,33,36,36,0.0
5217,Michael Strong,Douglas Gibson,Evans LLC,Riggs-Fisher,Completely Different,21,30,29,29,0.0
5218,John Evans,Kevin Garcia,Calhoun-Miller,Potter-Burns,Completely Different,27,30,27,27,0.0
5219,Paul Miller,Rachel Hunt,Brown LLC,Dixon-Torres,Completely Different,27,27,9,9,0.0
5220,Jessica Griffin,Andrew Barrett,Watson-Tate,Leonard-Rowe,Completely Different,21,12,21,21,0.0
5221,Angela Deleon,Andrew Edwards,"Rogers, Herrera and Campbell","Cameron, Cohen and Silva",Completely Different,30,31,37,37,0.074
5222,Thomas Mcdonald,Cynthia Miller,Davenport-Foster,Greer-Coffey,Completely Different,34,36,34,34,0.033
5223,Dustin Sullivan,Amanda Duran,"White, Carlson and Martin",Rogers PLC,Completely Different,30,25,30,30,0.115
5224,Charles Smith,Jennifer Pacheco,Oconnor LLC,Hawkins and Sons,Completely Different,14,22,21,21,0.0
5225,Joel Crawford,Scott Mason,Morales-Johnson,Turner-Young,Completely Different,33,36,17,17,0.0
5226,Richard Anderson,Robert Navarro Jr.,"Fields, Ellis and Watson",Mendoza-Brown,Completely Different,29,30,18,18,0.029
5227,Dennis Jones,Kimberly Shields,Monroe and Sons,Hill-Rodriguez,Completely Different,21,25,14,14,0.0
5228,Lori Lopez,Nancy Clark,Perez-Williams,Adams-Shaw,Completely Different,10,14,19,19,0.0
5229,Natalie Cowan,Gregory Moody,Bennett PLC,"Roberson, Guzman and Padilla",Completely Different,23,23,15,15,0.0
5230,Catherine Matthews,Mary Gallagher,Melton-Adams,Browning Group,Completely Different,25,29,44,44,0.1
5231,Erica Malone,Nicholas Dixon,"Harris, Blake and Yang",Johnson-Mendoza,Completely Different,46,33,23,23,0.0
5232,Joseph Parks,Roy Woods,Meyer LLC,"Myers, Richardson and Rodriguez",Completely Different,19,22,19,19,0.0
5233,Amber Richards,Laura Smith,"Smith, Ayers and Hall","Crawford, Lopez and Bailey",Completely Different,24,25,32,32,0.0
5234,Rebecca Bernard,Alyssa Gilbert,Collins LLC,Whitney-Robinson,Completely Different,21,29,21,21,0.033
5235,Justin Mcknight,Deborah Alvarez,Liu-Davis,Hughes LLC,Completely Different,7,7,13,13,0.0
5236,Tracy Jensen,Sharon Jackson,"Hunt, Anderson and Cross",Lewis-Bell,Completely Different,31,33,38,38,0.038
5237,Christian Bartlett,Zachary Brown,Garcia PLC,Ramos and Sons,Completely Different,32,25,19,19,0.031
5238,Ryan Rogers,Matthew Barton,"Taylor, Wheeler and Floyd",Thomas Inc,Completely Different,16,27,24,24,0.0
5239,Jenna Knapp,Annette Lynch,Brown PLC,"Norman, Miller and Jones",Completely Different,33,36,33,33,0.0
5240,Jose Rice,Laura Ray,Wilkins Ltd,"Ferguson, Mitchell and Fuller",Completely Different,22,24,22,22,0.053
5241,Tammy Stephens,Ashley Griffith,Williams-Knight,"Hernandez, Stewart and Wolf",Completely Different,28,32,21,21,0.0
5242,Charles Gray,Russell Edwards,Jones PLC,Brown-Guzman,Completely Different,22,33,37,37,0.0
5243,Carrie Reyes,Cynthia Mccarthy,Johnson-Daniels,Barnes Group,Completely Different,29,33,29,29,0.071
5244,David Allen,Michael Cameron,"Johnson, Banks and Harper",Lee-Miller,Completely Different,31,36,38,38,0.0
5245,Frederick Garcia,Glenn Lopez,"Ware, Price and Odonnell","Lewis, Johnson and Ross",Completely Different,15,12,15,15,0.036
5246,Erin Gentry,Susan Potts,Hart PLC,Mcguire Group,Completely Different,27,29,9,9,0.0
5247,Patricia Greene,Elizabeth Golden,Castillo-Hartman,Goodwin-Rhodes,Completely Different,39,43,19,19,0.031
5248,Antonio Duncan,Daniel Anderson,Robinson-Mitchell,Gates and Sons,Completely Different,28,36,55,55,0.107
5249,Shawn Elliott,Patricia Gutierrez,Terry-Castro,"Morris, Gutierrez and Shannon",Completely Different,19,23,19,19,0.0
5250,Samantha Williamson,Jimmy Whitehead,Moore Inc,Tran Inc,Completely Different,29,33,29,29,0.029
5251,Paul Hayes,Melanie Cox,"Gonzalez, Rodriguez and Martin",Mckee-Thomas,Completely Different,19,22,19,19,0.0
